==============================================================================================================
 SIERRA CHART TRADE OPTIMIZATION PLATFORM — PROBLEMATIC TRADE SEQUENCES AUDIT
 Criteria: Trades with Quantity > 3 Contracts (Exceeding [-3, +3] Position Limit)
==============================================================================================================

PART 1: CURRENT CLEAN PRODUCTION DATABASE (processed_trades)
Total Problematic Trades Found: 238
--------------------------------------------------------------------------------------------------------------
#    | Account            | Symbol     | Entry Time (NY)     | Side  | Entry     | Exit      | Qty  | PnL ($)   
--------------------------------------------------------------------------------------------------------------
1    | TM_10              | CLJ25      | 2025-03-09T22:06:10 | SHORT | 66.90     | 66.90     | 6    | $0.00     
626  | TM_9               | FDAX       | 2024-08-09T07:46:51 | LONG  | 17778.00  | 17798.00  | 4    | $2,000.00 
627  | TM_9               | FDAX       | 2024-08-09T19:22:50 | LONG  | 17827.00  | 17831.00  | 6    | $600.00   
628  | TM_9               | FDAX       | 2024-08-09T19:22:51 | LONG  | 17827.00  | 17831.00  | 6    | $600.00   
629  | TM_9               | FDAX       | 2024-08-12T00:32:45 | LONG  | 17864.00  | 17861.00  | 6    | $-450.00  
630  | TM_9               | FDAX       | 2024-08-12T03:08:15 | LONG  | 17893.00  | 17860.00  | 6    | $-4,950.00
631  | TM_9               | FDAX       | 2024-08-12T06:05:30 | LONG  | 17884.00  | 17853.00  | 6    | $-4,650.00
632  | TM_9               | FDAX       | 2024-08-12T07:59:03 | LONG  | 17866.00  | 17867.00  | 4    | $100.00   
633  | TM_9               | FDAX       | 2024-08-12T14:00:46 | LONG  | 17769.00  | 17749.00  | 6    | $-3,000.00
634  | TM_9               | FDAX       | 2024-08-12T14:17:07 | LONG  | 17773.00  | 17787.00  | 4    | $1,400.00 
635  | TM_9               | FDAX       | 2024-08-12T17:31:18 | LONG  | 17801.00  | 17778.00  | 6    | $-3,450.00
636  | TM_9               | FDAX       | 2024-08-12T18:18:29 | LONG  | 17791.00  | 17768.00  | 6    | $-3,450.00
637  | TM_9               | FDAX       | 2024-12-20T11:02:15 | LONG  | 19914.00  | 19911.00  | 6    | $-450.00  
638  | TM_9               | FDAX       | 2025-01-30T20:51:50 | LONG  | 21878.00  | 21873.00  | 6    | $-750.00  
639  | TM_9               | FDAX       | 2025-03-11T08:50:15 | LONG  | 22817.00  | 22812.00  | 6    | $-750.00  
640  | TSUFIM-PROD        | FDAX       | 2025-01-10T13:45:02 | LONG  | 20446.00  | 20436.00  | 6    | $-1,500.00
641  | TSUFIM-PROD        | FDAX       | 2025-01-15T13:45:04 | SHORT | 20627.00  | 20640.00  | 6    | $-1,950.00
642  | TSUFIM-PROD        | FDAX       | 2025-01-20T13:45:04 | LONG  | 21035.00  | 21047.00  | 6    | $1,800.00 
643  | TSUFIM-PROD        | FDAX       | 2025-03-14T12:23:54 | LONG  | 23065.00  | 23059.00  | 6    | $-900.00  
644  | A_SIM14            | NQ         | 2024-03-18T13:30:11 | SHORT | 18279.00  | 18285.00  | 4    | $-480.00  
645  | A_SIM15            | NQ         | 2024-03-18T13:30:11 | SHORT | 18280.00  | 18278.50  | 4    | $120.00   
646  | DEPTH              | NQ         | 2024-05-16T08:15:00 | SHORT | 18712.50  | 18714.00  | 5    | $-150.00  
647  | DEPTH              | NQ         | 2024-05-23T01:40:24 | SHORT | 18890.50  | 18893.00  | 5    | $-250.00  
648  | ES-TM_9            | NQ         | 2024-05-23T14:09:44 | SHORT | 18867.75  | 18869.00  | 6    | $-150.00  
649  | ES-TM_9            | NQ         | 2024-05-23T14:14:37 | SHORT | 18902.75  | 18902.75  | 6    | $0.00     
650  | ES-TM_9            | NQ         | 2024-05-23T14:44:14 | LONG  | 18889.50  | 18890.50  | 6    | $120.00   
651  | ES-TM_9            | NQ         | 2024-05-23T15:00:16 | LONG  | 18813.25  | 18813.75  | 6    | $60.00    
652  | ES-TM_9            | NQ         | 2024-05-23T15:14:35 | LONG  | 18881.25  | 18880.75  | 6    | $-60.00   
653  | ES-TM_9            | NQ         | 2024-05-23T15:45:31 | LONG  | 18914.00  | 18913.75  | 6    | $-30.00   
654  | ES-TM_9            | NQ         | 2024-05-23T15:59:22 | SHORT | 18915.75  | 18915.50  | 4    | $20.00    
655  | ES-TM_9            | NQ         | 2024-05-23T16:00:47 | LONG  | 18918.75  | 18918.00  | 6    | $-90.00   
656  | ES-TM_9            | NQ         | 2024-05-23T16:10:13 | LONG  | 18901.50  | 18901.25  | 6    | $-30.00   
657  | ES-TM_9            | NQ         | 2024-05-23T16:46:59 | LONG  | 18888.50  | 18888.50  | 6    | $0.00     
658  | ES-TM_9            | NQ         | 2024-05-23T17:02:47 | LONG  | 18849.50  | 18848.50  | 6    | $-120.00  
659  | ES-TM_9            | NQ         | 2024-05-23T17:24:28 | LONG  | 18830.25  | 18829.00  | 6    | $-150.00  
660  | ES-TM_9            | NQ         | 2024-05-23T17:48:38 | SHORT | 18771.00  | 18770.75  | 4    | $20.00    
661  | ES-TM_9            | NQ         | 2024-05-23T17:58:23 | SHORT | 18718.00  | 18717.00  | 6    | $120.00   
662  | ES-TM_9            | NQ         | 2024-05-23T18:10:27 | SHORT | 18703.25  | 18702.50  | 6    | $90.00    
663  | ES-TM_9            | NQ         | 2024-05-23T18:17:30 | LONG  | 18712.75  | 18712.25  | 6    | $-60.00   
664  | ES-TM_9            | NQ         | 2024-05-23T18:21:45 | SHORT | 18693.75  | 18696.25  | 6    | $-300.00  
665  | ES-TM_9            | NQ         | 2024-05-23T18:22:44 | SHORT | 18686.75  | 18687.00  | 6    | $-30.00   
666  | ES-TM_9            | NQ         | 2024-05-23T18:32:18 | LONG  | 18661.50  | 18662.00  | 6    | $60.00    
667  | ES-TM_9            | NQ         | 2024-05-23T18:36:36 | LONG  | 18679.00  | 18676.50  | 6    | $-300.00  
668  | ES-TM_9            | NQ         | 2024-05-23T18:45:11 | LONG  | 18671.00  | 18671.25  | 6    | $30.00    
669  | ES-TM_9            | NQ         | 2024-05-23T18:58:13 | LONG  | 18629.00  | 18629.75  | 6    | $90.00    
670  | ES-TM_9            | NQ         | 2024-05-23T19:00:24 | LONG  | 18641.75  | 18640.50  | 6    | $-150.00  
671  | ES-TM_9            | NQ         | 2024-05-23T19:15:18 | SHORT | 18640.00  | 18639.25  | 6    | $90.00    
672  | ES-TM_9            | NQ         | 2024-05-23T19:15:47 | LONG  | 18641.25  | 18641.00  | 6    | $-30.00   
673  | ES-TM_9            | NQ         | 2024-05-23T19:20:02 | LONG  | 18657.50  | 18657.25  | 6    | $-30.00   
674  | ES-TM_9            | NQ         | 2024-05-23T19:21:19 | LONG  | 18649.25  | 18647.00  | 6    | $-270.00  
675  | ES-TM_9            | NQ         | 2024-05-23T19:25:47 | SHORT | 18646.25  | 18647.00  | 6    | $-90.00   
676  | ES-TM_9            | NQ         | 2024-05-23T19:34:30 | LONG  | 18677.00  | 18675.25  | 6    | $-210.00  
677  | ES-TM_9            | NQ         | 2024-05-23T19:38:50 | SHORT | 18685.25  | 18685.50  | 6    | $-30.00   
678  | ES-TM_9            | NQ         | 2024-05-23T19:50:34 | SHORT | 18706.50  | 18706.50  | 6    | $0.00     
679  | ES-TM_9            | NQ         | 2024-05-23T19:54:07 | SHORT | 18704.75  | 18707.00  | 6    | $-270.00  
680  | ES-TM_9            | NQ         | 2024-05-23T19:55:08 | LONG  | 18685.75  | 18687.00  | 6    | $150.00   
681  | ES-TM_9            | NQ         | 2024-05-23T19:59:57 | SHORT | 18693.00  | 18695.25  | 6    | $-270.00  
682  | ES-TM_9            | NQ         | 2024-05-24T00:21:08 | LONG  | 18706.50  | 18705.75  | 6    | $-90.00   
683  | ES-TM_9            | NQ         | 2024-05-24T00:45:21 | SHORT | 18721.50  | 18722.00  | 6    | $-60.00   
684  | ES-TM_9            | NQ         | 2024-05-24T11:13:35 | SHORT | 18759.00  | 18759.50  | 6    | $-60.00   
685  | ES-TM_9            | NQ         | 2024-05-24T12:12:06 | LONG  | 18742.25  | 18741.50  | 6    | $-90.00   
686  | ES-TM_9            | NQ         | 2024-05-24T12:30:31 | LONG  | 18737.50  | 18735.75  | 6    | $-210.00  
687  | ES-TM_9            | NQ         | 2024-05-24T12:31:37 | SHORT | 18748.25  | 18749.25  | 6    | $-120.00  
688  | ES-TM_9            | NQ         | 2024-05-24T12:34:26 | SHORT | 18755.25  | 18755.50  | 6    | $-30.00   
689  | ES-TM_9            | NQ         | 2024-05-27T00:54:36 | LONG  | 18848.25  | 18847.00  | 6    | $-150.00  
690  | ES-TM_9            | NQ         | 2024-05-27T02:40:24 | LONG  | 18849.75  | 18849.25  | 6    | $-60.00   
691  | ES-TM_9            | NQ         | 2024-05-27T06:18:59 | SHORT | 18872.00  | 18872.50  | 6    | $-60.00   
692  | ES-TM_9            | NQ         | 2024-05-27T14:35:38 | LONG  | 18888.25  | 18887.75  | 6    | $-60.00   
693  | ES-TM_9            | NQ         | 2024-05-27T15:08:33 | SHORT | 18913.50  | 18914.00  | 6    | $-60.00   
694  | ES-TM_9            | NQ         | 2024-05-28T00:09:56 | LONG  | 18896.50  | 18896.50  | 6    | $0.00     
695  | ES-TM_9            | NQ         | 2024-05-28T02:56:13 | SHORT | 18917.50  | 18917.75  | 6    | $-30.00   
696  | ES-TM_9            | NQ         | 2024-05-28T06:33:49 | LONG  | 18922.00  | 18921.50  | 6    | $-60.00   
697  | ES-TM_9            | NQ         | 2024-05-28T07:38:21 | LONG  | 18925.50  | 18925.25  | 6    | $-30.00   
698  | ES-TM_9            | NQ         | 2024-05-28T09:34:15 | LONG  | 18965.25  | 18964.75  | 6    | $-60.00   
699  | ES-TM_9            | NQ         | 2024-05-28T11:03:46 | LONG  | 18922.25  | 18921.75  | 6    | $-60.00   
700  | ES-TM_9            | NQ         | 2024-05-28T12:17:43 | SHORT | 18918.75  | 18919.25  | 6    | $-60.00   
701  | ES-TM_9            | NQ         | 2024-05-28T13:31:04 | LONG  | 18926.75  | 18927.75  | 6    | $120.00   
702  | ES-TM_9            | NQ         | 2024-05-28T13:33:38 | LONG  | 18904.50  | 18904.50  | 6    | $0.00     
703  | ES-TM_9            | NQ         | 2024-05-28T13:35:06 | SHORT | 18912.75  | 18913.00  | 6    | $-30.00   
704  | ES-TM_9            | NQ         | 2024-05-28T13:38:38 | LONG  | 18897.75  | 18897.75  | 6    | $0.00     
705  | ES-TM_9            | NQ         | 2024-05-28T13:52:34 | SHORT | 18846.75  | 18854.75  | 6    | $-960.00  
706  | ES-TM_9            | NQ         | 2024-05-28T18:37:04 | LONG  | 18834.75  | 18834.25  | 6    | $-60.00   
707  | ES-TM_9            | NQ         | 2024-05-28T18:39:40 | LONG  | 18833.25  | 18833.50  | 6    | $30.00    
708  | ES-TM_9            | NQ         | 2024-05-28T19:03:31 | SHORT | 18866.00  | 18866.50  | 6    | $-60.00   
709  | ES-TM_9            | NQ         | 2024-05-28T19:10:14 | SHORT | 18878.00  | 18877.75  | 6    | $30.00    
710  | ES-TM_9            | NQ         | 2024-05-28T19:30:42 | LONG  | 18886.75  | 18886.50  | 6    | $-30.00   
711  | ES-TM_9            | NQ         | 2024-05-28T23:53:15 | LONG  | 18935.75  | 18934.75  | 6    | $-120.00  
712  | ES-TM_9            | NQ         | 2024-05-29T00:51:19 | LONG  | 18910.75  | 18909.75  | 6    | $-120.00  
713  | ES-TM_9            | NQ         | 2024-05-29T01:25:24 | LONG  | 18916.00  | 18915.50  | 6    | $-60.00   
714  | ES-TM_9            | NQ         | 2024-05-29T06:07:56 | SHORT | 18860.25  | 18861.50  | 6    | $-150.00  
715  | ES-TM_9            | NQ         | 2024-05-29T07:53:42 | SHORT | 18849.00  | 18851.75  | 6    | $-330.00  
716  | ES-TM_9            | NQ         | 2024-05-30T06:34:04 | SHORT | 18667.50  | 18668.00  | 6    | $-60.00   
717  | ES-TM_9            | NQ         | 2024-05-30T08:00:11 | SHORT | 18700.25  | 18701.25  | 6    | $-120.00  
718  | ES-TM_9            | NQ         | 2024-05-30T11:45:09 | SHORT | 18755.75  | 18756.25  | 6    | $-60.00   
719  | ES-TM_9            | NQ         | 2024-05-30T12:39:43 | SHORT | 18765.00  | 18765.00  | 6    | $0.00     
720  | ES-TM_9            | NQ         | 2024-05-30T13:06:05 | LONG  | 18764.25  | 18763.75  | 6    | $-60.00   
721  | ES-TM_9            | NQ         | 2024-05-30T13:31:52 | LONG  | 18758.00  | 18757.00  | 6    | $-120.00  
722  | ES-TM_9            | NQ         | 2024-05-30T13:32:48 | LONG  | 18755.00  | 18756.00  | 6    | $120.00   
723  | ES-TM_9            | NQ         | 2024-05-30T13:42:21 | SHORT | 18732.50  | 18732.75  | 6    | $-30.00   
724  | ES-TM_9            | NQ         | 2024-05-30T13:56:28 | LONG  | 18722.75  | 18722.50  | 6    | $-30.00   
725  | ES-TM_9            | NQ         | 2024-05-30T14:00:28 | LONG  | 18736.25  | 18736.25  | 6    | $0.00     
726  | ES-TM_9            | NQ         | 2024-05-30T14:04:02 | LONG  | 18729.75  | 18730.00  | 6    | $30.00    
727  | ES-TM_9            | NQ         | 2024-05-30T14:15:16 | SHORT | 18699.25  | 18700.50  | 6    | $-150.00  
728  | ES-TM_9            | NQ         | 2024-05-30T14:35:00 | LONG  | 18685.00  | 18683.25  | 6    | $-210.00  
729  | ES-TM_9            | NQ         | 2024-05-30T14:43:53 | LONG  | 18656.00  | 18655.75  | 6    | $-30.00   
730  | ES-TM_9            | NQ         | 2024-05-30T15:16:27 | LONG  | 18650.00  | 18649.25  | 6    | $-90.00   
731  | ES-TM_9            | NQ         | 2024-05-30T15:16:27 | LONG  | 18650.00  | 18649.25  | 6    | $-90.00   
732  | ES-TM_9            | NQ         | 2024-05-30T16:52:41 | LONG  | 18694.75  | 18694.50  | 6    | $-30.00   
733  | ES-TM_9            | NQ         | 2024-05-30T17:01:37 | SHORT | 18699.00  | 18698.75  | 4    | $20.00    
734  | ES-TM_9            | NQ         | 2024-05-30T17:23:02 | LONG  | 18714.00  | 18713.75  | 6    | $-30.00   
735  | ES-TM_9            | NQ         | 2024-05-30T17:45:08 | SHORT | 18717.75  | 18718.25  | 6    | $-60.00   
736  | ES-TM_9            | NQ         | 2024-05-30T18:47:47 | LONG  | 18672.00  | 18671.50  | 6    | $-60.00   
737  | ES-TM_9            | NQ         | 2024-05-30T19:17:14 | SHORT | 18660.00  | 18660.25  | 6    | $-30.00   
738  | ES-TM_9            | NQ         | 2024-05-30T19:20:24 | LONG  | 18644.00  | 18643.25  | 6    | $-90.00   
739  | ES-TM_9            | NQ         | 2024-05-30T19:35:24 | LONG  | 18606.25  | 18605.50  | 6    | $-90.00   
740  | ES-TM_9            | NQ         | 2024-05-30T19:55:12 | SHORT | 18637.25  | 18634.75  | 6    | $300.00   
741  | ES-TM_9            | NQ         | 2024-05-30T19:55:12 | LONG  | 18634.75  | 18623.25  | 6    | $-1,380.00
742  | ES-TM_9            | NQ         | 2024-05-30T19:59:28 | SHORT | 18603.00  | 18602.50  | 6    | $60.00    
743  | ES-TM_9            | NQ         | 2024-05-30T20:59:42 | LONG  | 18594.75  | 18594.00  | 6    | $-90.00   
744  | ES-TM_9            | NQ         | 2024-05-30T22:00:04 | LONG  | 18579.25  | 18578.00  | 6    | $-150.00  
745  | ES-TM_9            | NQ         | 2024-05-31T05:10:01 | LONG  | 18564.50  | 18563.50  | 6    | $-120.00  
746  | ES-TM_9            | NQ         | 2024-05-31T09:21:11 | LONG  | 18532.75  | 18532.50  | 6    | $-30.00   
747  | ES-TM_9            | NQ         | 2024-05-31T10:07:18 | SHORT | 18535.25  | 18536.00  | 6    | $-90.00   
748  | ES-TM_9            | NQ         | 2024-05-31T10:31:56 | LONG  | 18518.75  | 18518.00  | 6    | $-90.00   
749  | ES-TM_9            | NQ         | 2024-05-31T12:21:23 | SHORT | 18571.75  | 18572.25  | 6    | $-60.00   
750  | ES-TM_9            | NQ         | 2024-05-31T12:31:46 | SHORT | 18606.25  | 18607.25  | 6    | $-120.00  
751  | ES-TM_9            | NQ         | 2024-05-31T12:37:42 | SHORT | 18631.50  | 18633.75  | 6    | $-270.00  
752  | ES-TM_9            | NQ         | 2024-05-31T12:50:49 | SHORT | 18666.75  | 18667.50  | 6    | $-90.00   
753  | ES-TM_9            | NQ         | 2024-05-31T12:52:53 | SHORT | 18655.75  | 18656.75  | 6    | $-120.00  
754  | ES-TM_9            | NQ         | 2024-05-31T13:01:00 | LONG  | 18653.75  | 18653.00  | 6    | $-90.00   
755  | ES-TM_9            | NQ         | 2024-05-31T13:16:49 | SHORT | 18633.00  | 18633.25  | 6    | $-30.00   
756  | ES-TM_9            | NQ         | 2024-05-31T13:32:52 | SHORT | 18596.50  | 18604.25  | 6    | $-930.00  
757  | ES-TM_9            | NQ         | 2024-05-31T13:33:57 | LONG  | 18583.25  | 18583.25  | 6    | $0.00     
758  | ES-TM_9            | NQ         | 2024-05-31T13:38:45 | LONG  | 18597.50  | 18597.25  | 6    | $-30.00   
759  | ES-TM_9            | NQ         | 2024-05-31T13:51:19 | LONG  | 18565.00  | 18565.50  | 6    | $60.00    
760  | ES-TM_9            | NQ         | 2024-05-31T13:54:57 | SHORT | 18544.50  | 18543.50  | 6    | $120.00   
761  | ES-TM_9            | NQ         | 2024-05-31T13:56:53 | SHORT | 18546.25  | 18547.50  | 6    | $-150.00  
762  | ES-TM_9            | NQ         | 2024-05-31T14:15:31 | LONG  | 18475.25  | 18474.50  | 6    | $-90.00   
763  | ES-TM_9            | NQ         | 2024-05-31T14:19:28 | SHORT | 18473.25  | 18470.75  | 6    | $300.00   
764  | ES-TM_9            | NQ         | 2024-05-31T14:20:10 | LONG  | 18468.25  | 18468.00  | 6    | $-30.00   
765  | ES-TM_9            | NQ         | 2024-05-31T14:27:37 | LONG  | 18438.75  | 18438.75  | 6    | $0.00     
766  | ES-TM_9            | NQ         | 2024-05-31T14:35:19 | SHORT | 18370.75  | 18372.25  | 6    | $-180.00  
767  | ES-TM_9            | NQ         | 2024-05-31T14:38:06 | SHORT | 18383.25  | 18385.75  | 6    | $-300.00  
768  | ES-TM_9            | NQ         | 2024-05-31T14:49:51 | SHORT | 18364.25  | 18364.50  | 6    | $-30.00   
769  | ES-TM_9            | NQ         | 2024-05-31T15:03:07 | LONG  | 18359.75  | 18359.50  | 6    | $-30.00   
770  | ES-TM_9            | NQ         | 2024-05-31T15:11:31 | LONG  | 18351.25  | 18350.75  | 6    | $-60.00   
771  | ES-TM_9            | NQ         | 2024-05-31T15:24:14 | LONG  | 18344.75  | 18345.50  | 6    | $90.00    
772  | ES-TM_9            | NQ         | 2024-05-31T15:34:13 | SHORT | 18309.75  | 18309.75  | 6    | $0.00     
773  | ES-TM_9            | NQ         | 2024-05-31T16:18:21 | LONG  | 18264.00  | 18263.25  | 6    | $-90.00   
774  | ES-TM_9            | NQ         | 2024-05-31T16:24:13 | SHORT | 18258.25  | 18258.50  | 6    | $-30.00   
775  | ES-TM_9            | NQ         | 2024-05-31T16:39:14 | LONG  | 18270.00  | 18270.50  | 6    | $60.00    
776  | ES-TM_9            | NQ         | 2024-05-31T17:44:34 | LONG  | 18345.25  | 18344.00  | 6    | $-150.00  
777  | ES-TM_9            | NQ         | 2024-05-31T19:19:33 | LONG  | 18394.00  | 18393.75  | 6    | $-30.00   
778  | ES-TM_9            | NQ         | 2024-05-31T19:23:46 | SHORT | 18412.25  | 18413.00  | 6    | $-90.00   
779  | ES-TM_9            | NQ         | 2024-05-31T19:31:35 | LONG  | 18402.00  | 18402.75  | 6    | $90.00    
780  | ES-TM_9            | NQ         | 2024-05-31T19:32:05 | LONG  | 18412.75  | 18412.50  | 6    | $-30.00   
781  | ES-TM_9            | NQ         | 2024-05-31T19:51:40 | LONG  | 18528.25  | 18525.50  | 6    | $-330.00  
782  | ES-TM_9            | NQ         | 2024-05-31T19:55:28 | LONG  | 18565.00  | 18564.25  | 6    | $-90.00   
783  | ES-TM_9            | NQ         | 2024-05-31T20:01:28 | SHORT | 18615.75  | 18617.50  | 6    | $-210.00  
784  | ES-TM_9            | NQ         | 2024-05-31T20:20:19 | LONG  | 18585.00  | 18584.00  | 6    | $-120.00  
785  | ES-TM_9            | NQ         | 2024-05-31T20:25:20 | SHORT | 18582.00  | 18582.75  | 6    | $-90.00   
786  | ES-TM_9            | NQ         | 2024-05-31T20:47:53 | SHORT | 18574.25  | 18574.75  | 6    | $-60.00   
787  | ES-TM_9            | NQ         | 2024-06-02T22:50:16 | LONG  | 18572.50  | 18571.50  | 6    | $-120.00  
788  | ES-TM_9            | NQ         | 2024-06-03T01:08:18 | LONG  | 18630.00  | 18629.25  | 6    | $-90.00   
789  | ES-TM_9            | NQ         | 2024-06-03T06:21:46 | LONG  | 18647.75  | 18647.00  | 6    | $-90.00   
790  | ES-TM_9            | NQ         | 2024-06-03T06:43:01 | SHORT | 18663.50  | 18664.75  | 6    | $-150.00  
791  | ES-TM_9            | NQ         | 2024-06-03T07:07:20 | LONG  | 18666.50  | 18665.75  | 6    | $-90.00   
792  | ES-TM_9            | NQ         | 2024-06-03T07:21:56 | LONG  | 18637.75  | 18636.75  | 6    | $-120.00  
793  | ES-TM_9            | NQ         | 2024-06-03T07:31:04 | LONG  | 18644.25  | 18643.75  | 6    | $-60.00   
794  | ES-TM_9            | NQ         | 2024-06-03T08:59:00 | SHORT | 18666.75  | 18667.25  | 6    | $-60.00   
795  | ES-TM_9            | NQ         | 2024-06-03T09:53:18 | LONG  | 18663.25  | 18663.00  | 6    | $-30.00   
796  | ES-TM_9            | NQ         | 2024-06-03T10:45:44 | SHORT | 18663.75  | 18664.25  | 6    | $-60.00   
797  | ES-TM_9            | NQ         | 2024-06-03T13:30:44 | SHORT | 18702.25  | 18703.25  | 6    | $-120.00  
798  | ES-TM_9            | NQ         | 2024-06-03T13:45:36 | LONG  | 18740.50  | 18740.50  | 6    | $0.00     
